transaction_id,customer_id,transaction_timestamp,transaction_amount,currency,merchant_id,merchant_category,payment_method,channel,device_type,device_id,ip_address,customer_age,customer_region,account_age_days,is_international,previous_fraud_flag,fraud_label
TXN095QH2,CUSTGVDRZM,2023-10-24 22:49:00,6513.5,INR,MRCXVYXZB,Travel,Net Banking,Online,Web,DEVH0G15M,30.19.87.241,49,UK,862,1,0,1
TXNH5TMLO,CUSTLQO2CO,2023-06-03 10:15:00,24190.88,INR,MRC0OHTFK,Grocery,Wallet,Mobile App,Web,DEVIISCDE,203.107.150.87,50,Germany,3293,1,0,0
TXNU9VYMM,CUSTZJXH31,2023-07-04 18:37:00,23288.97,INR,MRCXNQV8F,Electronics,Wallet,Mobile App,Tablet,DEV542RGR,234.164.184.143,68,Germany,1823,1,0,0
TXN1TU9N8,CUSTDRCAJ8,2023-05-28 19:24:00,35926.41,INR,MRCJNBAQQ,Gaming,Debit Card,POS,Web,DEVZQZ97A,188.118.131.182,67,UK,1120,1,0,0
TXN5AN808,CUSTQ6IN07,2023-08-02 10:16:00,47210.48,INR,MRCF1A2BX,Gaming,Credit Card,POS,Android,DEVBP4TU6,17.113.73.76,52,USA,2815,1,0,0
TXNCL9AZ8,CUSTJH4HQG,2023-03-23 17:32:00,34208.54,INR,MRC5T1DF5,Fashion,Debit Card,Mobile App,Web,DEVL3D0EC,41.154.31.56,37,Singapore,1190,1,0,0
TXNSQ29WH,CUSTDW9LTP,2023-07-11 03:02:00,22447.93,INR,MRCA600H6,Travel,Wallet,Mobile App,Web,DEVEF633V,62.238.27.167,41,USA,2135,1,0,1
TXNY6C41X,CUSTWCUOQJ,2023-05-31 21:19:00,1055.87,INR,MRC5XJP92,Gaming,Credit Card,POS,Android,DEVYBNBNL,201.34.183.71,19,Germany,2374,1,1,1
TXNEYCUIP,CUSTH7JDB4,2023-12-03 18:01:00,22665.03,INR,MRCQJ3OC9,Gaming,UPI,Online,Tablet,DEVJAX9OD,152.181.84.95,66,UK,2600,1,0,0
TXNB1GK2W,CUSTN06NOC,2023-07-15 07:36:00,6387.88,INR,MRCYLJPPW,Pharma,Wallet,Mobile App,Android,DEVN78K4W,221.236.65.65,21,India,449,1,0,0
TXN3RT2NX,CUST2OQQOD,2023-06-05 01:41:00,21228.69,INR,MRC5RBQLU,Luxury,Credit Card,Online,Web,DEV434ORL,15.164.148.105,46,Singapore,2638,1,0,0
TXNF76PU2,CUSTYAKNR2,2023-07-02 22:49:00,19092.56,INR,MRCJZTV24,Grocery,UPI,Mobile App,Web,DEV16GDUH,149.243.29.158,18,USA,153,1,0,0
TXNSVP2ZO,CUSTCSZZ1X,2023-12-10 16:00:00,43161.81,INR,MRCWAUBDH,Luxury,Credit Card,Mobile App,iOS,DEVWXS6AA,208.150.130.244,26,Germany,2708,1,0,1
TXNLY968U,CUSTM8ISOX,2023-03-05 18:50:00,5827.62,INR,MRCJTXOB5,Travel,Wallet,POS,Web,DEVQOUWSG,222.191.10.78,44,Singapore,1386,1,0,1
TXN50X4NS,CUST868BBD,2023-05-01 23:32:00,33349.94,INR,MRC3G1ZES,Luxury,Net Banking,Online,Android,DEVWU5QYI,27.59.209.179,37,India,2821,1,0,0
TXNOMRU2J,CUSTDXRWAQ,2023-11-06 11:44:00,38612.74,INR,MRC621YRN,Luxury,UPI,POS,Tablet,DEVO0Z20M,170.140.77.4,18,India,915,1,0,0
TXNJL4LMC,CUSTXV3XDN,2023-07-05 16:40:00,46250.81,INR,MRC44TB2K,Luxury,Wallet,Mobile App,Android,DEVEOVGFA,244.82.183.20,57,USA,2242,1,0,0
TXNGH2ENZ,CUSTUYLKPY,2023-09-21 22:33:00,15008.69,INR,MRCDHCQC7,Grocery,Wallet,Online,Android,DEVGCIZ1Z,156.58.52.250,38,USA,1837,1,0,0
TXN7TVGBY,CUSTYRVK7Y,2023-11-05 04:59:00,17845.12,INR,MRCI5JN16,Luxury,Credit Card,Mobile App,Tablet,DEVMXT5CJ,118.226.205.253,33,Singapore,1778,1,0,0
TXNEUVBCW,CUSTW4YAMI,2023-09-13 06:19:00,48555.93,INR,MRCX2CCUL,Grocery,Net Banking,POS,iOS,DEVAD5C3J,146.176.205.70,44,UK,221,0,0,0
TXNIGPOYO,CUSTUOD8YG,2023-09-12 12:40:00,43434.09,INR,MRC8PS23T,Gaming,Credit Card,Mobile App,Tablet,DEVSPKBT8,2.130.219.190,45,Germany,1946,0,0,0
TXNTM6OU1,CUST0RLNPU,2023-10-06 16:10:00,24168.31,INR,MRC4M8FR6,Pharma,Wallet,Mobile App,iOS,DEVYE45Q9,214.104.207.151,29,UK,240,1,0,0
TXNQSJIEJ,CUSTZEA1KS,2023-11-11 21:31:00,45759.55,INR,MRC6S62VX,Electronics,Net Banking,POS,Web,DEVEHY2GO,26.110.32.44,46,Singapore,1683,1,0,0
TXN63QF9I,CUSTJ422BA,2023-07-10 00:58:00,19304.75,INR,MRC5W9RMD,Electronics,Credit Card,Online,iOS,DEVM2V5WZ,185.105.39.248,70,UAE,1327,0,0,0
TXNRETLM3,CUST1AMNTT,2023-05-23 18:48:00,1759.13,INR,MRCLX6702,Grocery,Debit Card,Mobile App,Android,DEV564ZHZ,155.72.133.95,26,Germany,3263,1,0,1
TXN4YOFGC,CUSTOFRWI3,2023-07-04 18:51:00,21195.32,INR,MRCLN9OLG,Grocery,Credit Card,Mobile App,Tablet,DEVQJLCJ2,232.179.186.212,23,Germany,998,1,0,0
TXNQ93XRE,CUST6EHMG5,2023-11-29 16:11:00,30254.54,INR,MRCLYK4MI,Grocery,Debit Card,Mobile App,Web,DEVFICO3P,182.76.69.193,23,USA,731,1,0,0
TXN4DZHID,CUSTZRME7E,2023-02-03 11:43:00,40253.5,INR,MRC8X9C7L,Grocery,Wallet,Mobile App,Web,DEV3UWRJZ,27.95.162.68,60,Germany,217,1,0,1
TXNDN08I2,CUST9MQ69U,2023-10-31 01:35:00,17074.99,INR,MRC51UJUN,Luxury,UPI,POS,Tablet,DEV4F25AP,202.87.41.166,69,India,2938,1,0,0
TXNC4CNKN,CUSTN0GYUX,2023-04-16 17:10:00,15559.22,INR,MRCR8D15T,Fashion,Net Banking,Mobile App,Web,DEVQ8SLIV,34.109.48.212,50,Germany,1931,1,0,1
TXNW9M00W,CUSTBKICUA,2023-03-16 11:41:00,15068.51,INR,MRCRF3673,Grocery,Wallet,POS,Android,DEVBQX5X3,40.27.103.170,31,UAE,753,1,0,0
TXN7MKTH0,CUST1TG4FX,2023-04-13 02:31:00,31066.94,INR,MRCL21WBI,Electronics,Wallet,Online,Android,DEVIPNT59,95.178.219.188,53,UK,3427,0,0,0
TXN5XXSCP,CUST7OHGEP,2023-10-27 11:17:00,5038.67,INR,MRCPG6P0F,Electronics,Wallet,POS,iOS,DEV4H4K1Z,254.208.107.168,34,Germany,1426,1,0,0
TXNQS0MIS,CUSTG8S257,2023-08-25 01:17:00,16227.51,INR,MRCXYMNMU,Grocery,UPI,Online,iOS,DEVURTU3J,145.125.192.109,70,UAE,1088,1,0,1
TXNDUAA29,CUST0ZQP6U,2023-01-07 10:45:00,20351.18,INR,MRCHQKBAU,Luxury,Net Banking,Mobile App,Android,DEV9X009N,228.70.196.224,34,UK,1655,0,0,0
TXNTZVNXB,CUSTABK0WM,2023-11-25 20:01:00,26452.64,INR,MRC176I4P,Luxury,Net Banking,Mobile App,Web,DEVKR2S67,98.135.155.33,22,India,2660,1,0,0
TXNTMS8ZN,CUSTXPRLST,2023-11-16 18:15:00,12414.92,INR,MRCK7VOKS,Luxury,UPI,Online,iOS,DEVLPDBNU,23.219.59.14,30,Germany,2358,1,0,0
TXNUR64QN,CUSTL5380B,2023-04-02 18:46:00,17983.85,INR,MRCO0HUT4,Grocery,Wallet,POS,Web,DEVP8ETP8,20.104.223.219,34,India,127,1,0,0
TXNWQ40N5,CUSTY68KI9,2023-01-28 23:54:00,46341.88,INR,MRCRQP7WR,Electronics,Wallet,Online,Web,DEV9ESLL1,18.254.23.237,65,Singapore,2907,1,0,0
TXNG01HHZ,CUSTA1S5P2,2023-12-06 21:58:00,15057.45,INR,MRCRYKWFH,Grocery,Net Banking,POS,iOS,DEVUC900U,140.199.81.255,23,Germany,1243,1,0,0
TXNN1ZLMB,CUSTT3G2J1,2023-08-17 04:32:00,8252.68,INR,MRCM6AJDD,Electronics,UPI,Mobile App,Web,DEVS318M1,169.133.26.132,23,UK,266,0,0,0
TXN2QMVLD,CUST0WMVEE,2023-08-07 10:58:00,24052.05,INR,MRCW0GEF0,Fashion,Debit Card,POS,iOS,DEVQFQ9B9,161.116.45.254,33,UAE,1617,1,1,1
TXNNSM3C4,CUSTLK1EK1,2023-01-01 14:09:00,6234.44,INR,MRCJ7PUOG,Pharma,Net Banking,POS,Tablet,DEVV9AMQJ,123.120.186.229,18,India,373,1,0,1
TXNJIDQER,CUSTA4937R,2023-07-02 03:39:00,25894.23,INR,MRCIVDSD6,Grocery,Wallet,POS,Tablet,DEVINKXYA,134.83.93.4,18,Singapore,2245,1,0,0
TXN3C5QAS,CUSTIMY4M4,2023-01-24 06:30:00,38816.28,INR,MRCV8YQ6I,Travel,Wallet,POS,Web,DEVRX6Y41,181.77.78.246,30,USA,2953,1,0,0
TXNP5SRM3,CUSTRNYL45,2023-11-27 18:58:00,13922.61,INR,MRCJCFX8O,Gaming,Debit Card,Online,Android,DEV1WTYVZ,197.127.152.223,64,Singapore,1764,1,0,0
TXN7UFXPQ,CUST2IZ0HD,2023-08-27 13:58:00,9205.46,INR,MRCBENHAE,Gaming,UPI,Online,Android,DEVQXHMKK,33.217.159.118,62,UK,3230,1,0,0
TXNCNJPN4,CUSTW93XEK,2023-07-29 10:03:00,39939.22,INR,MRC2GTGOL,Travel,Wallet,Mobile App,Web,DEVXINPYL,56.37.109.212,61,Singapore,3604,1,1,1
TXNVM7KZ7,CUSTLBTKDR,2023-05-10 23:10:00,10212.27,INR,MRC743RBU,Electronics,Credit Card,Online,Android,DEVWA8W3Z,125.9.119.209,40,India,122,1,0,0
TXNC4D5VW,CUST4RIJZW,2023-02-06 16:54:00,4738.51,INR,MRC4HER5O,Luxury,Net Banking,Online,Android,DEVTDWDLC,100.220.84.159,64,UAE,2719,1,0,0
TXN90ZXU4,CUSTIV6TZA,2023-10-09 07:33:00,8676.73,INR,MRCFSXS9X,Travel,Credit Card,POS,Tablet,DEV7T8ABT,195.111.247.191,45,Germany,2810,0,0,0
TXNIIXPWB,CUSTRH1I2E,2023-04-27 19:13:00,29975.36,INR,MRC864RM5,Travel,Wallet,Online,Tablet,DEV9ZNXHK,113.199.76.110,47,UK,1988,1,0,0
TXNO7C6XQ,CUSTF1VPFQ,2023-12-31 11:03:00,29275.33,INR,MRCUXO7DU,Pharma,Credit Card,POS,Tablet,DEVTJPY6T,19.214.214.192,69,Germany,3000,1,0,0
TXNT7RGU5,CUSTGFQE7E,2023-12-18 18:29:00,45054.4,INR,MRCH2BUKB,Grocery,Net Banking,Mobile App,Tablet,DEVDY3H1G,218.72.75.188,68,UK,3008,1,0,0
TXNEAB464,CUSTER5LU6,2023-03-05 03:36:00,37351.69,INR,MRCMH3EG9,Luxury,Net Banking,Mobile App,Web,DEVRVX0PK,106.121.247.210,51,UAE,15,1,0,0
TXNW9LFHL,CUSTRTOGN0,2023-01-14 03:38:00,5201.64,INR,MRCKFB7R9,Electronics,Wallet,Online,iOS,DEVEVEP61,213.71.61.178,54,Germany,2023,1,0,0
TXN6TJXLI,CUSTVR8DH8,2023-05-01 18:16:00,39188.13,INR,MRC9JVQ4M,Fashion,Credit Card,POS,Android,DEVN7TW5I,113.238.185.140,36,Germany,3415,1,0,0
TXNH0JB1P,CUSTC8YS1I,2023-11-18 07:33:00,27047.47,INR,MRCT3JQBP,Luxury,Wallet,Online,Tablet,DEVIIID65,174.155.136.144,62,Singapore,189,1,0,0
TXN0XRIM3,CUST3BK77K,2023-03-30 17:48:00,27527.13,INR,MRCGPI1ZX,Pharma,Debit Card,Online,Web,DEVQIVNYV,58.69.103.240,45,UK,2053,1,0,0
TXNOBRS0V,CUSTSA3SYT,2023-04-08 05:26:00,605009.61,INR,MRC7N6DKV,Electronics,UPI,Mobile App,Web,DEVB76145,108.51.117.233,50,UAE,3575,1,0,1
TXNTQRUX9,CUST2GCAOB,2023-04-21 20:15:00,2373.7,INR,MRCEUT4Z3,Gaming,Debit Card,Online,Android,DEVVO3ERX,70.160.69.197,47,Singapore,1358,1,0,0
TXNVL1Y1P,CUSTZQT1ZM,2023-12-11 19:59:00,48619.17,INR,MRCU26SCI,Electronics,Wallet,POS,Web,DEVUR0LUQ,48.76.21.8,18,UAE,1249,1,0,0
TXN3KNY61,CUSTD7PSKO,2023-05-18 14:06:00,22424.01,INR,MRCOTY4CK,Pharma,Credit Card,POS,iOS,DEVQ32N5E,65.101.229.75,46,USA,2675,1,0,0
TXNEOUWTE,CUST68LJRL,2023-12-30 10:42:00,19855,INR,MRCGCPTGX,Gaming,Credit Card,Mobile App,Android,DEVXJPQ7I,205.12.211.123,24,Singapore,1995,1,0,0
TXNM7O8SK,CUSTVV2W31,2023-07-12 12:51:00,34102.39,INR,MRCDFKT8Q,Fashion,UPI,Online,Tablet,DEVV219N9,116.118.178.160,47,UAE,1915,1,0,0
TXN4NDXBJ,CUSTNU2UWY,2023-12-20 15:27:00,44899.66,INR,MRCTSDZPQ,Fashion,Wallet,Mobile App,Web,DEVU3P4IX,152.158.93.234,48,India,3057,1,0,1
TXN97T5RZ,CUSTUOTVLR,2023-10-02 15:23:00,14222.55,INR,MRCJTL9I8,Luxury,Net Banking,Online,Android,DEVMTA3KP,251.10.77.127,70,Germany,1585,1,0,0
TXNFE5W73,CUSTJY3XFO,2023-09-02 15:27:00,20131.45,INR,MRCKLJAGZ,Luxury,Wallet,POS,iOS,DEVI66J27,212.185.8.254,68,USA,2759,1,0,0
TXN4DT89F,CUSTG23B5J,2023-11-05 04:08:00,5638.59,INR,MRCUKPWUN,Gaming,UPI,POS,Tablet,DEVPVZQIW,73.108.57.232,25,India,1695,1,0,0
TXNVLMWL0,CUSTFUB2AS,2023-06-09 22:35:00,44211.58,INR,MRCG7WWCF,Luxury,Wallet,POS,Android,DEVFB8VV4,16.226.32.173,28,India,2134,1,0,0
TXNV2AJPX,CUSTJRTURZ,2023-11-26 17:33:00,4355.15,INR,MRC0IXLL0,Pharma,Wallet,Mobile App,Tablet,DEVK0DPH5,82.76.152.48,46,India,1440,1,0,0
TXNDRKYLI,CUST93W6CD,2023-03-21 06:35:00,19948.45,INR,MRC6GYE1Z,Electronics,Wallet,POS,Tablet,DEV70V24F,219.200.193.190,27,Germany,3597,1,0,0
TXNPA5O6E,CUSTU592MR,2023-09-24 19:50:00,18849.69,INR,MRCWQLQR2,Grocery,Credit Card,Online,iOS,DEV8735NG,213.98.55.234,55,Singapore,729,1,0,0
TXNHBDQYO,CUSTU3CN65,2023-06-17 20:07:00,32104.26,INR,MRCP6D07F,Grocery,Wallet,Mobile App,Web,DEVGQ8CA6,97.174.213.33,69,India,1045,1,0,1
TXNJ3S3D0,CUST5J0OVQ,2023-04-22 18:29:00,42082.18,INR,MRC2KDX9T,Electronics,Wallet,POS,iOS,DEVX78VKN,196.170.21.140,61,UAE,1997,1,0,1
TXNGKBWIB,CUSTIA1QOL,2023-07-05 05:32:00,14462.91,INR,MRCJIYRYG,Travel,Debit Card,Online,Web,DEVQSLLMO,154.19.252.129,18,UK,2344,1,0,0
TXN8EQANO,CUSTZXP58F,2023-02-22 09:39:00,12073.31,INR,MRCZE9SFP,Luxury,UPI,Mobile App,iOS,DEV7WBS3W,35.43.213.22,40,India,500,1,0,0
TXNO8YPRY,CUSTRA9MHT,2023-04-08 11:34:00,9565.65,INR,MRCHZMD30,Gaming,Wallet,POS,Tablet,DEV2APQ1V,94.156.6.46,61,UAE,2283,0,0,0
TXN43EJ7V,CUST598BMF,2023-06-10 14:50:00,43253.72,INR,MRCYVLQXV,Travel,Net Banking,POS,Tablet,DEV8IPDRM,140.100.169.122,21,India,1987,1,0,0
TXNUBPELY,CUSTNYQLWL,2023-09-01 04:10:00,4418.86,INR,MRCXB1J8L,Travel,Wallet,POS,Web,DEV9FWVMG,176.31.50.187,51,USA,1269,1,0,1
TXNPX824P,CUST3OT6OB,2023-02-17 17:19:00,15589.79,INR,MRC4XYEM6,Electronics,Credit Card,POS,iOS,DEVGYGOUN,204.28.242.54,23,USA,1348,1,0,1
TXNTC4KVM,CUSTVP533E,2023-08-04 02:10:00,21779.38,INR,MRCBUGVUT,Luxury,Net Banking,POS,Android,DEV5V6HRA,72.120.96.99,34,UK,1288,1,0,0
TXNVVBXEW,CUSTFOHV6B,2023-07-22 01:26:00,44636.21,INR,MRC71IRB1,Gaming,Net Banking,Mobile App,Android,DEV2DJROE,116.174.135.98,22,Germany,2001,0,0,0
TXNN4FLRG,CUSTF6KB4U,2023-07-14 03:38:00,13817.85,INR,MRCHY7ZQP,Grocery,Credit Card,POS,iOS,DEVR7MIIH,113.171.98.64,64,UAE,1921,0,0,0
TXNPVLBOS,CUSTXZEBX9,2023-02-20 15:33:00,19851.99,INR,MRCXD2B5L,Fashion,Net Banking,Mobile App,iOS,DEVPQST9K,253.38.36.60,31,Germany,278,1,0,0
TXNUQBR9I,CUST7T20D9,2023-02-20 18:55:00,20479.65,INR,MRC8Z3BFL,Fashion,Credit Card,POS,iOS,DEVSOIZW7,32.163.169.110,66,USA,1852,1,0,0
TXNXJJWGU,CUSTHUYXBN,2023-05-09 07:34:00,42139.7,INR,MRCTV96ZR,Grocery,UPI,Mobile App,Android,DEVZ7FO0A,188.58.220.222,50,USA,1348,0,0,0
TXNFEM4AW,CUSTHXM8DV,2023-12-01 16:00:00,35915.03,INR,MRCNAN1WD,Grocery,UPI,POS,Tablet,DEV1GMUVI,133.182.89.61,59,Singapore,1730,0,0,0
TXNSEL9LG,CUST909UMC,2023-06-28 04:01:00,46103.04,INR,MRCW7A2Z3,Travel,Debit Card,Online,Web,DEVISOYFB,221.233.7.58,60,UK,1383,1,0,0
TXN12HLDQ,CUSTJJ5GBG,2023-12-10 04:19:00,34707.51,INR,MRCZGOOZI,Gaming,Net Banking,Online,iOS,DEV4OUL92,142.208.176.214,53,Singapore,1690,0,0,0
TXN54OFUI,CUSTM2WWQ3,2023-12-12 04:01:00,2796.4,INR,MRC2G5BDH,Grocery,Wallet,Online,Tablet,DEV91S24Y,19.9.201.216,21,USA,1671,1,0,0
TXNEH9W05,CUST62N44Z,2023-10-29 13:29:00,4456.56,INR,MRC5TVWRE,Luxury,Net Banking,Online,iOS,DEVPE60J9,209.167.203.253,44,India,244,1,0,0
TXNFBD370,CUSTLV2QQ0,2023-11-22 11:58:00,39170.26,INR,MRC8FJ4V0,Gaming,Net Banking,Mobile App,Android,DEV12SPJD,89.187.102.108,54,Germany,166,1,0,1
TXNXU0RP9,CUSTRXLP25,2023-07-19 06:28:00,21382.02,INR,MRCRHB8CM,Fashion,Net Banking,Online,iOS,DEV53CHDV,98.137.91.106,61,Singapore,2622,1,0,0
TXN5YBUHN,CUSTNLLH68,2023-05-11 05:40:00,21209.23,INR,MRCX6Q6L2,Gaming,Net Banking,POS,Tablet,DEVEP69IS,199.220.171.220,48,UAE,1036,1,0,1
TXNUV8GWW,CUSTXSJICO,2023-09-20 02:49:00,35562.71,INR,MRCQUH6VX,Luxury,Credit Card,POS,Web,DEVID5WI9,152.28.240.137,31,UAE,1852,1,0,0
TXN2PSB3J,CUST8AB7PH,2023-06-09 01:30:00,14348.08,INR,MRCFZ2OKB,Fashion,Debit Card,Mobile App,Android,DEVHWKDC2,21.98.211.23,53,UK,1125,1,0,0
TXNSSWON2,CUSTMFHMJT,2023-03-08 09:09:00,16455.95,INR,MRCBWW49X,Travel,Net Banking,Online,iOS,DEVB6WWWK,153.148.99.40,28,India,781,1,1,1
TXNCLW9JG,CUSTIEISEG,2023-04-16 15:37:00,34360.57,INR,MRC6URBIK,Fashion,Wallet,Mobile App,Web,DEV3D677G,143.101.56.177,70,India,1232,0,0,0
TXNDDP3TD,CUSTEUXZMY,2023-03-10 12:21:00,39422.13,INR,MRCQH1CDR,Grocery,Net Banking,Mobile App,iOS,DEVELMSGX,179.180.236.42,48,USA,338,1,0,0
TXNA9AM5Z,CUSTU72XGC,2023-07-13 11:02:00,26325.72,INR,MRCYBWP7K,Gaming,Debit Card,Mobile App,Tablet,DEVQMLPFE,185.221.56.7,42,USA,3477,1,0,0
TXNYACBBH,CUSTAX9BMT,2023-08-20 02:43:00,36189.47,INR,MRC6WQ2OZ,Fashion,Wallet,POS,Web,DEV7R5X9H,46.67.145.213,49,UK,2823,1,0,0
TXNX5NAJQ,CUSTWK6ZPH,2023-09-16 12:09:00,24613.63,INR,MRCJZ7ZJ6,Luxury,Credit Card,POS,Web,DEVY006TM,33.159.135.254,19,Singapore,2325,1,0,0
TXNOE8YRK,CUSTNNVMX3,2023-01-06 20:14:00,45385.18,INR,MRC1ROA7N,Travel,Wallet,Mobile App,Web,DEVU4UOL9,34.125.229.193,62,UK,466,1,0,0
TXNACV7XI,CUSTJWUMNA,2023-04-01 18:00:00,1984.81,INR,MRCAT8IKU,Electronics,Net Banking,Mobile App,Web,DEVAHHIGC,249.78.199.152,44,USA,1262,1,0,1
TXN9J1HBU,CUSTJX6CSK,2023-11-21 08:32:00,21776.27,INR,MRC6WZSSR,Gaming,Net Banking,Mobile App,iOS,DEVRU27MH,181.205.255.104,57,UK,848,1,0,1
TXN0UBOBX,CUST3F57X8,2023-02-14 06:47:00,20903.14,INR,MRCUO8XRV,Grocery,Credit Card,Online,iOS,DEVYFMLOZ,179.151.235.88,32,Germany,2695,0,1,1
TXNDJFL60,CUSTRFH34T,2023-09-24 13:01:00,34549.94,INR,MRCU6UQ84,Travel,Credit Card,POS,Tablet,DEVW8JTDP,91.141.227.17,70,India,3092,1,0,0
TXNIEC5JM,CUSTU18G2W,2023-08-29 05:59:00,30994.33,INR,MRC982EFO,Pharma,Credit Card,POS,Tablet,DEV5B987U,41.38.61.173,33,USA,1769,1,0,0
TXNNA98QY,CUSTYIB6UO,2023-07-08 06:47:00,21052.88,INR,MRC76VXXR,Electronics,Credit Card,POS,Android,DEV2ZEMMO,180.82.156.55,32,USA,1809,1,0,0
TXNOLT0BK,CUSTK9OH7D,2023-12-10 06:48:00,41047.76,INR,MRCPV30G6,Gaming,Credit Card,POS,iOS,DEVM8JQ9N,229.179.53.124,37,India,1218,0,1,1
TXN7CYA23,CUSTRC104O,2023-10-19 20:08:00,34627.72,INR,MRC5DX5FP,Gaming,Net Banking,POS,Tablet,DEVO6C474,190.99.167.232,60,India,1994,0,0,0
TXNEPHTMD,CUSTB6YY1E,2023-12-09 15:42:00,29964.3,INR,MRCKPDI7S,Pharma,Wallet,Mobile App,Web,DEV6THPS8,185.168.232.153,45,Germany,1446,0,0,0
TXN775RTX,CUST1GQ5GY,2023-04-19 21:45:00,601802.46,INR,MRC2Q395Y,Luxury,Debit Card,Online,iOS,DEV01O4DJ,38.46.121.147,45,UK,3462,1,0,1
TXN755B1I,CUST8GHCA5,2023-03-28 13:00:00,19788.84,INR,MRCON4D4K,Luxury,Wallet,Online,iOS,DEVBLF416,21.62.59.19,26,Singapore,3204,1,0,0
TXN9LWAKI,CUSTDQDVML,2023-05-30 22:38:00,48367.12,INR,MRC72WY5W,Fashion,UPI,Online,Tablet,DEVZRT8B8,22.47.115.184,29,Germany,2006,1,0,0
TXNUTTYST,CUSTX2IUKK,2023-01-17 08:39:00,23397.91,INR,MRCH464O3,Travel,UPI,POS,Tablet,DEVMY25A3,188.208.246.46,69,UK,2426,1,0,0
TXNCKL7GN,CUSTH3K6HG,2023-01-15 15:39:00,48147.72,INR,MRC0Z45L0,Electronics,Debit Card,Online,Web,DEVZ5TBPM,186.81.127.227,34,UK,799,1,0,1
TXNNI4YZ2,CUSTZ9PSSN,2023-03-24 22:18:00,9707.28,INR,MRCEU2A31,Pharma,Credit Card,Mobile App,iOS,DEV5CQRVZ,218.205.35.132,58,Singapore,2435,1,0,0
TXNH7R5UQ,CUST3643WI,2023-07-28 03:53:00,37248.78,INR,MRCDC90J9,Grocery,UPI,Online,iOS,DEVDNRIQK,255.141.193.235,43,USA,166,1,0,0
TXN4K587T,CUSTV6W0OD,2023-08-16 19:51:00,32864.5,INR,MRC3DSRWU,Luxury,Wallet,Mobile App,Android,DEVETARLL,43.135.242.125,27,USA,1490,0,0,0
TXNLQHY2V,CUST76O1NA,2023-09-04 02:44:00,34072.23,INR,MRC191AP7,Travel,Net Banking,Online,Web,DEVAEMN1B,114.42.197.71,69,India,742,1,1,1
TXNNHW2CL,CUST3TS0P2,2023-12-02 09:10:00,1134.57,INR,MRCR2K6ZJ,Pharma,Wallet,POS,iOS,DEVZS8QVU,76.161.187.82,39,Singapore,2568,1,0,1
TXNMJVU2U,CUSTYQJBHJ,2023-05-22 00:11:00,33945.25,INR,MRCBME3W4,Grocery,Wallet,Mobile App,Android,DEVS4LMZ3,66.98.168.248,25,UAE,471,1,0,0
TXNSPMI2G,CUST2KAH5Y,2023-06-04 00:44:00,8865.87,INR,MRCRD2SCZ,Gaming,Net Banking,Online,Android,DEVZDEDDH,80.215.2.8,49,UAE,2781,1,0,1
TXN386S24,CUSTDEB16W,2023-09-13 14:40:00,4060.81,INR,MRCXHZAYF,Luxury,UPI,Mobile App,iOS,DEVB08D00,199.49.170.52,69,UK,1122,1,0,1
TXNDF4G4V,CUST98XGIT,2023-12-17 17:34:00,319964.59,INR,MRC4725SQ,Luxury,Wallet,Mobile App,Web,DEVUST8AA,120.25.241.20,23,Singapore,3265,0,0,1
TXNALUZKI,CUSTJ6P6ZG,2023-06-20 21:22:00,40902.51,INR,MRCNFSPX3,Travel,Wallet,Online,iOS,DEVZD121H,44.17.139.188,60,USA,1812,1,0,0
TXNXN9V0C,CUSTBWYFKH,2023-11-16 13:03:00,13884.87,INR,MRCTSXS0V,Grocery,Wallet,POS,Web,DEVGAJ8Y9,216.152.245.168,25,Singapore,794,1,0,1
TXNCOK1G8,CUSTBQG74J,2023-02-05 12:16:00,12073.97,INR,MRCQHG18X,Fashion,Debit Card,POS,Web,DEVTCNTUZ,112.55.212.167,42,Singapore,1371,1,0,1
TXNRMC9VK,CUSTZCIO0G,2023-02-25 21:51:00,42214.62,INR,MRCZ206A8,Electronics,Wallet,Online,Android,DEVBCDNOL,38.88.252.76,70,UK,693,1,0,0
TXNY5QHCN,CUSTIWBTWZ,2023-04-08 17:07:00,45922.11,INR,MRCMDYN0E,Fashion,Wallet,POS,Web,DEVGBPI1I,97.10.247.155,64,Germany,3198,0,0,0
TXN1R91E6,CUSTSDMJH9,2023-01-31 13:38:00,9125.38,INR,MRC3B37D6,Fashion,UPI,Mobile App,Tablet,DEVGA691V,72.80.204.73,24,UAE,2932,1,0,1
TXNAKEJBX,CUSTKY9D1D,2023-03-18 03:18:00,23613.46,INR,MRCWI8EU7,Electronics,Credit Card,Mobile App,Web,DEV876LD3,163.210.177.121,33,Germany,705,1,0,0
TXNUAOXOB,CUST7F4AMD,2023-07-13 11:29:00,6910.28,INR,MRCD694AT,Electronics,Debit Card,Mobile App,Android,DEVV2GBXG,66.253.218.247,26,USA,3495,1,0,0
TXNS35W9K,CUST0KJ2JO,2023-02-26 00:28:00,48161.23,INR,MRCWICN3Y,Travel,Credit Card,Mobile App,iOS,DEVS6JYSC,230.43.66.63,69,UAE,598,1,0,0
TXNWS29MC,CUSTIF2XMR,2023-07-25 09:24:00,42084.05,INR,MRCALH68D,Electronics,Debit Card,Online,iOS,DEVNJCBXE,28.37.165.8,63,India,1812,1,0,0
